Inhibitor,Ki_nM,IC50_nM,Kd_nM,EC50_nM,POC,Source,IMG_URL,ID_IN
PYRIDOPYRIMIDINE 12J,n/a,494,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024865.png,IN0000625
CHEMBL1257281,n/a,4951,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327760.png,IN0000626
ISOQUINOLINE-PYRIDINE 10A,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016954.png,IN0000627
ISOQUINOLINE-PYRIDINE 10E,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016958.png,IN0000628
OXADIAZOLE-CONTAINING COMPOUND 14B,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025016.png,IN0000629
CHEMBL598842,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307958.png,IN0000630
CHEMBL596991,n/a,5.5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307959.png,IN0000631
CHEMBL598206,n/a,5.7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307960.png,IN0000632
CHEMBL1099298,105,50,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50316185.png,IN0000633
CHEMBL1098944,n/a,50,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50316199.png,IN0000634
CHEMBL513728,800,500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278769.png,IN0000635
CHEMBL1257280,n/a,5027,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327759.png,IN0000636
235-TRISUBSTITUTED PYRIDINE 10E,n/a,51,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024889.png,IN0000637
PYRAZOLE-BASED INHIBITOR 6,n/a,510,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016216.png,IN0000638
PYRIDOPYRIMIDINE 13D,n/a,5127,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024871.png,IN0000639
CHEMBL590957,n/a,52,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307944.png,IN0000640
ISOQUINOLINE-5-SULFONAMIDE 65,n/a,520,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015221.png,IN0000641
ISOQUINOLINE-5-SULFONAMIDE 40,n/a,5200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015214.png,IN0000642
PYRAZOLE-BASED INHIBITOR 3,n/a,5200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016213.png,IN0000643
PYRIDOPYRIMIDINE 12K,n/a,529,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024866.png,IN0000644
CHEMBL506434,n/a,539,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243784.png,IN0000645
PYRAZINONE 14D,n/a,5407,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015157.png,IN0000646
CHEMBL446779,n/a,55.1,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256721.png,IN0000647
CHEMBL1258778,n/a,5586,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327804.png,IN0000648
PYRIDOPYRIMIDINE 13H,n/a,57,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024875.png,IN0000649
ISOQUINOLINE-5-SULFONAMIDE 4,n/a,570,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015192.png,IN0000650
CHEMBL603675,n/a,58,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307945.png,IN0000651
PYRIDOPYRIMIDINE 14B,n/a,59,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024878.png,IN0000652
CHEMBL448196,n/a,59,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243786.png,IN0000653
CHEMBL496690,2,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278837.png,IN0000654
OXADIAZOLE-CONTAINING COMPOUND 14A,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025015.png,IN0000655
CHEMBL263664,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50237622.png,IN0000656
CHEMBL447168,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243780.png,IN0000657
CHEMBL594933,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50305883.png,IN0000658
CHEMBL506077,n/a,6.7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256715.png,IN0000659
PYRIDINE-BASE INHIBITOR 13A,n/a,6.8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015067.png,IN0000660
235-TRISUBSTITUTED PYRIDINE 13C,n/a,62,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024895.png,IN0000661
CHEMBL524998,40,63,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278834.png,IN0000662
CHEMBL594523,n/a,63,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50306160.png,IN0000663
CHEMBL1098241,n/a,63,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50316186.png,IN0000664
CHEMBL1099281,n/a,63,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50316200.png,IN0000665
CHEMBL1258551,n/a,630,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327801.png,IN0000666
CHEMBL593573,n/a,6300,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50306162.png,IN0000667
235-TRISUBSTITUTED PYRIDINE 13B,n/a,64,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024894.png,IN0000668
QUINOXALINE 16C,n/a,65,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015164.png,IN0000669
ISOQUINOLINE-5-SULFONAMIDE 11,n/a,6600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015199.png,IN0000670
ISOQUINOLINE-5-SULFONAMIDE 25,n/a,6600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015212.png,IN0000671
CYANOPYRIDINE 7C,n/a,6650,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015174.png,IN0000672
CHEMBL499683,n/a,67,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243774.png,IN0000673
CHEMBL455071,n/a,68,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243283.png,IN0000674
CHEMBL605326,n/a,680,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307952.png,IN0000675
CHEMBL603244,n/a,69,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307946.png,IN0000676
6-PHENYLPURINE COMPOUND 6,n/a,6900,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016224.png,IN0000677
CHEMBL605410,n/a,7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50306164.png,IN0000678
CHEMBL603882,n/a,7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307961.png,IN0000679
CHEMBL604910,n/a,7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307962.png,IN0000680
CHEMBL598841,n/a,70,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307947.png,IN0000681
CHEMBL1257163,n/a,707,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327757.png,IN0000682
235-TRISUBSTITUTED PYRIDINE 10G,n/a,73,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024891.png,IN0000683
CHEMBL448926,n/a,73,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243776.png,IN0000684
OXADIAZOLE-CONTAINING COMPOUND 9,n/a,741,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024996.png,IN0000685
H-8,n/a,7600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015210.png,IN0000686
CHEMBL450545,n/a,77,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243768.png,IN0000687
CHEMBL442919,n/a,77.9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256722.png,IN0000688
ISOQUINOLINE-5-SULFONAMIDE 41,n/a,780,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015215.png,IN0000689
CHEMBL482537,16,79,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278100.png,IN0000690
CHEMBL1098943,n/a,79,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50316198.png,IN0000691
OXADIAZOLE-CONTAINING COMPOUND 3B,n/a,8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025008.png,IN0000692
OXADIAZOLE-CONTAINING COMPOUND 3F,n/a,8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025012.png,IN0000693
CHEMBL488428,n/a,8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243218.png,IN0000694
CHEMBL498052,n/a,8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278835.png,IN0000695
CHEMBL597793,n/a,8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307954.png,IN0000696
CHEMBL604507,n/a,8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307963.png,IN0000697
CHEMBL597414,n/a,8.5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307955.png,IN0000698
CHEMBL455226,n/a,80,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243273.png,IN0000699
ISOQUINOLINE-5-SULFONAMIDE 22,n/a,8100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015207.png,IN0000700
CHEMBL452823,n/a,827,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243214.png,IN0000701
CHEMBL1258329,n/a,8362,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327796.png,IN0000702
CHEMBL445212,n/a,84,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243275.png,IN0000703
CHEMBL602236,n/a,84,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307948.png,IN0000704
ISOQUINOLINE-5-SULFONAMIDE 19,n/a,8700,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015204.png,IN0000705
CHEMBL1258899,n/a,872,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327756.png,IN0000706
CYANOPYRIDINE 7E,n/a,8740,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015176.png,IN0000707
PYRIDOPYRIMIDINE 12B,n/a,8923,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024857.png,IN0000708
CHEMBL523586,0.63,9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278836.png,IN0000709
6-PHENYLPURINE COMPOUND 16,n/a,9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016230.png,IN0000710
OXADIAZOLE-CONTAINING COMPOUND 3A,n/a,9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025007.png,IN0000711
CHEMBL448991,n/a,9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243783.png,IN0000712
CHEMBL1171647,n/a,9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50322393.png,IN0000713
CHEMBL499555,n/a,9.4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256714.png,IN0000714
PYRIDOPYRIMIDINE 12L,n/a,90,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024867.png,IN0000715
235-TRISUBSTITUTED PYRIDINE 10D,n/a,90,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024888.png,IN0000716
CHEMBL605212,n/a,90,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50307949.png,IN0000717
CHEMBL443620,n/a,92,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243284.png,IN0000718
PYRIDOPYRIMIDINE 13A,n/a,928,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024868.png,IN0000719
CHEMBL442718,n/a,93,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243763.png,IN0000720
PYRIDOPYRIMIDINE 14D,n/a,94,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024880.png,IN0000721
6-PHENYLPURINE COMPOUND 10,n/a,9500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00016226.png,IN0000722
ISOQUINOLINE-5-SULFONAMIDE 7,n/a,960,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015195.png,IN0000723
CHEMBL503652,n/a,98,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50243280.png,IN0000724
PYRIDOPYRIMIDINE 2,n/a,99,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024882.png,IN0000725
SU11248,n/a,n/a,2700,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004814.png,IN0000726
SUNITINIB,n/a,n/a,2700,n/a,n/a,NB2008,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2008/Sunitinib.png,IN0000727
CHEMBL362016,325,n/a,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50325992.png,IN0000728
CHEMBL498051,40,n/a,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50278833.png,IN0000729
CHEMBL248757,4800,n/a,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50224883.png,IN0000730
G93,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/G93.png,IN0000731
G95,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/G95.png,IN0000732
G96,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/G96.png,IN0000733
G98,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/G98.png,IN0000734
GVP,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/GVP.png,IN0000735
I5S,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/I5S.png,IN0000736
L20,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/L20.png,IN0000737
X37,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/X37.png,IN0000738
X39,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/X39.png,IN0000739
OXADIAZOLE-CONTAINING COMPOUND 12C,n/a,1,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025004.png,IN0000740
CHEMBL1271533,n/a,1100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50329882.png,IN0000741
OXADIAZOLE-CONTAINING COMPOUND 12B,n/a,1259,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025003.png,IN0000742
OXADIAZOLE-CONTAINING COMPOUND 11A,n/a,13,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024998.png,IN0000743
CHEMBL478629,n/a,210,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50262685.png,IN0000744
CHEMBL1271480,n/a,2100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50329879.png,IN0000745
PYRAZOLO[15-A]PYRIMIDINE 4H,n/a,2100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00005416.png,IN0000746
CHEMBL1271532,n/a,220,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50329881.png,IN0000747
OXADIAZOLE-CONTAINING COMPOUND 12A,n/a,251,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025002.png,IN0000748
OXADIAZOLE-CONTAINING COMPOUND 13,n/a,251,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025006.png,IN0000749
CHEMBL511410,n/a,290,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50259563.png,IN0000750
CHEMBL1271642,n/a,3400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50329886.png,IN0000751
OXADIAZOLE-CONTAINING COMPOUND 10,n/a,44,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024997.png,IN0000752
CHEMBL1092754,n/a,45.9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50314344.png,IN0000753
CHEMBL1271641,n/a,560,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50329885.png,IN0000754
OXADIAZOLE-CONTAINING COMPOUND 12D,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00025005.png,IN0000755
OXADIAZOLE-CONTAINING COMPOUND 11B,n/a,71,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00024999.png,IN0000756
CHEMBL467079,n/a,780,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50259532.png,IN0000757
CHEMBL466496,n/a,810,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50259376.png,IN0000758
CHEMBL440084,1300000,n/a,1300,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50110208.png,IN0000759
SB_431542,n/a,n/a,1300,n/a,n/a,NB2008,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2008/SB_431542.png,IN0000760
CID_10138259,180000,n/a,180,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00031095.png,IN0000761
BIBF_1120DER,n/a,n/a,180,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/BIBF_1120der.png,IN0000762
SU_14813,n/a,n/a,180,n/a,n/a,NB2008,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2008/SU_14813.png,IN0000763
JNJ_28312141,n/a,n/a,2100,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/JNJ_28312141.png,IN0000764
TG_100_115,n/a,n/a,220,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/TG_100_115.png,IN0000765
CHEBI:668344,n/a,n/a,320,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50298226.png,IN0000766
SB_203580,n/a,n/a,320,n/a,n/a,NB2008,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2008/SB_203580.png,IN0000767
BMS_345541,n/a,n/a,3300,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/BMS_345541.png,IN0000768
ZD6474,n/a,n/a,400,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004655.png,IN0000769
VANDETANIB,n/a,n/a,400,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/Vandetanib.png,IN0000770
ZD_6474,n/a,n/a,400,n/a,n/a,NB2008,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2008/ZD_6474.png,IN0000771
GSK_1838705A,n/a,n/a,410,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/GSK_1838705A.png,IN0000772
CHEMBL522892,n/a,n/a,450,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50265677.png,IN0000773
CHIR_258,n/a,n/a,450,n/a,n/a,NB2008,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2008/CHIR_258.png,IN0000774
MLN_8054,n/a,n/a,4800,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/MLN_8054.png,IN0000775
CI-1033,6200000,n/a,6200,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004779.png,IN0000776
HKI_272,n/a,n/a,7400,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/HKI_272.png,IN0000777
VX_680,n/a,n/a,7900,n/a,n/a,NB2011DRx,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011DRx/VX_680.png,IN0000778
ABG,n/a,n/a,n/a,n/a,n/a,PDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/PDB/ABG.png,IN0000779
CAS160807_49_8,n/a,n/a,n/a,n/a,39.63,NB2011RBC,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011RBC/CAS160807_49_8.png,IN0000780
CAS204005_46_9,n/a,n/a,n/a,n/a,44.05,NB2011RBC,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011RBC/CAS204005_46_9.png,IN0000781
CAS220792_57_4,n/a,n/a,n/a,n/a,37.21,NB2011RBC,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011RBC/CAS220792_57_4.png,IN0000782
CAS244148_46_7,n/a,n/a,n/a,n/a,31.08,NB2011RBC,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011RBC/CAS244148_46_7.png,IN0000783
CAS405169_16_6,n/a,n/a,n/a,n/a,22.25,NB2011RBC,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011RBC/CAS405169_16_6.png,IN0000784
CAS443797_96_4,n/a,n/a,n/a,n/a,42.12,NB2011RBC,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/NB2011RBC/CAS443797_96_4.png,IN0000785
